id,externalid,firstname,lastname,email,title,lastmodifieddate,isinactive,department,supervisor,DELETE_RandomColumn,DELETE_SupervisorRow,DELETE_RandYear
9487,53217,Ethan,Lamb,Ethan.Lamb@businessdatastack.com,Manager,2020-03-15,F,18,1339,4,462,2020
8097,82532,Kennedi,Castro,Kennedi.Castro@businessdatastack.com,Sr. Director,2020-01-15,F,17,,7,,2020
4639,94121,Russell,Murray,Russell.Murray@businessdatastack.com,Manager,2022-02-14,F,24,1339,4,462,2022
1339,68178,Lizeth,Wilkinson,Lizeth.Wilkinson@businessdatastack.com,Sr. Manager,2022-03-01,F,27,3814,5,469,2022
1494,12418,Gavyn,Lyons,Gavyn.Lyons@businessdatastack.com,Sr. Analyst,2020-06-12,F,26,2719,3,464,2020
2719,99311,Judah,Melendez,Judah.Melendez@businessdatastack.com,Manager,2020-04-16,F,36,9713,4,478,2020
4320,51637,Darrell,Nolan,Darrell.Nolan@businessdatastack.com,Sr. Analyst,2020-12-12,F,21,6677,3,467,2020
7363,95454,Clayton,Moon,Clayton.Moon@businessdatastack.com,Sr. Director,2022-09-16,F,29,,7,,2022
6677,74954,Kareem,Hurst,Kareem.Hurst@businessdatastack.com,Manager,2020-12-27,F,28,9713,4,478,2020
4741,8697,Anika,Hines,Anika.Hines@businessdatastack.com,Sr. Director,2022-06-21,F,22,,7,,2022
3814,46334,Kamryn,Dennis,Kamryn.Dennis@businessdatastack.com,Director,2022-06-06,F,35,6990,6,476,2022
6765,61805,Nigel,Rangel,Nigel.Rangel@businessdatastack.com,Sr. Analyst,2022-02-14,F,25,2684,3,474,2022
6843,86183,Kamryn,Salazar,Kamryn.Salazar@businessdatastack.com,Analyst,2020-03-16,T,26,5121,2,473,2020
6036,59720,Cecilia,Ortiz,Cecilia.Ortiz@businessdatastack.com,Director,2022-01-25,T,37,6990,6,476,2022
5121,27741,Seamus,Watkins,Seamus.Watkins@businessdatastack.com,Sr. Analyst,2020-07-07,F,30,2684,3,474,2020
2684,30174,Kaia,Wong,Kaia.Wong@businessdatastack.com,Manager,2022-07-01,F,16,9713,4,478,2022
3062,12720,Mohamed,Parsons,Mohamed.Parsons@businessdatastack.com,Analyst,2020-04-04,F,21,8406,2,485,2020
6990,78187,Naomi,Noble,Naomi.Noble@businessdatastack.com,Sr. Director,2021-02-08,T,24,,7,,2021
63,29571,Tobias,Sandoval,Tobias.Sandoval@businessdatastack.com,Analyst,2020-02-18,F,23,8406,2,485,2020
9713,1518,Kate,Harvey,Kate.Harvey@businessdatastack.com,Sr. Manager,2021-04-05,T,20,4891,5,496,2021
3160,60733,Uriel,Mayer,Uriel.Mayer@businessdatastack.com,Sr. Director,2021-07-20,F,36,,7,,2021
535,7796,Jagger,Hines,Jagger.Hines@businessdatastack.com,Sr. Manager,2020-02-23,F,21,4891,5,496,2020
2685,42329,Colt,Dalton,Colt.Dalton@businessdatastack.com,Manager,2022-05-11,F,18,7218,4,487,2022
4071,66829,Odin,Douglas,Odin.Douglas@businessdatastack.com,Analyst,2020-05-17,F,29,8406,2,485,2020
8629,49466,Alisa,Brooks,Alisa.Brooks@businessdatastack.com,Analyst,2020-05-09,F,28,8406,2,485,2020
3766,47081,Zackery,Ellis,Zackery.Ellis@businessdatastack.com,Manager,2021-12-21,F,17,7218,4,487,2021
8406,42538,Kenyon,Ibarra,Kenyon.Ibarra@businessdatastack.com,Sr. Analyst,2020-01-22,F,37,9499,3,497,2020
6158,70007,Jaycee,Shepard,Jaycee.Shepard@businessdatastack.com,Sr. Analyst,2020-10-20,T,27,9499,3,497,2020
7218,95096,Jan,Mercer,Jan.Mercer@businessdatastack.com,Sr. Manager,2022-02-15,F,27,4891,5,496,2022
7293,67566,Derek,Shannon,Derek.Shannon@businessdatastack.com,Sr. Analyst,2021-12-19,F,24,9499,3,497,2021
9704,70693,Mariam,Mcdowell,Mariam.Mcdowell@businessdatastack.com,Analyst,2020-08-19,T,29,8744,2,490,2020
8744,74646,Aliza,Wu,Aliza.Wu@businessdatastack.com,Sr. Analyst,2021-04-08,T,20,9499,3,497,2021
6247,43329,Sheldon,Butler,Sheldon.Butler@businessdatastack.com,Sr. Analyst,2020-08-23,F,33,9499,3,497,2020
4042,48526,Tyrese,Bright,Tyrese.Bright@businessdatastack.com,Analyst,2020-11-11,F,29,1389,2,494,2020
4756,72605,Soren,Schmitt,Soren.Schmitt@businessdatastack.com,Sr. Director,2021-07-17,F,33,,7,,2021
1389,27982,Addison,Gates,Addison.Gates@businessdatastack.com,Sr. Analyst,2022-02-12,T,16,9499,3,497,2022
9834,5189,Ayaan,Pena,Ayaan.Pena@businessdatastack.com,Analyst,2020-09-05,T,32,2587,2,498,2020
4891,18408,Liam,Ibarra,Liam.Ibarra@businessdatastack.com,Director,2021-10-25,T,35,6917,6,508,2021
9499,36310,Leonidas,Vang,Leonidas.Vang@businessdatastack.com,Manager,2021-02-15,F,31,5913,4,501,2021
2587,38768,Terry,Rogers,Terry.Rogers@businessdatastack.com,Sr. Analyst,2021-04-28,T,22,5304,3,505,2021
1226,96694,Isaias,Humphrey,Isaias.Humphrey@businessdatastack.com,Analyst,2022-03-17,F,26,8111,2,500,2022
8111,6914,Trent,Rivera,Trent.Rivera@businessdatastack.com,Sr. Analyst,2020-10-11,F,22,5304,3,505,2020
5913,27974,Hailee,Aguirre,Hailee.Aguirre@businessdatastack.com,Sr. Manager,2022-06-14,F,25,5335,5,511,2022
9995,13593,Tatum,Knox,Tatum.Knox@businessdatastack.com,Analyst,2021-03-27,T,21,3994,2,509,2021
8216,88016,Jasmine,Griffin,Jasmine.Griffin@businessdatastack.com,Analyst,2022-09-26,T,34,3994,2,509,2022
3588,76631,Eliza,Schroeder,Eliza.Schroeder@businessdatastack.com,Analyst,2021-12-02,F,30,3994,2,509,2021
5304,34095,Beckham,Sullivan,Beckham.Sullivan@businessdatastack.com,Manager,2021-07-02,F,20,7595,4,514,2021
2918,83488,Ernesto,Jarvis,Ernesto.Jarvis@businessdatastack.com,Analyst,2021-07-01,F,16,3994,2,509,2021
8179,54886,Eddie,Glover,Eddie.Glover@businessdatastack.com,Manager,2022-06-08,F,35,7595,4,514,2022
6917,60107,Makai,Ferguson,Makai.Ferguson@businessdatastack.com,Sr. Director,2021-09-26,F,24,,7,,2021
3994,81102,Macie,Willis,Macie.Willis@businessdatastack.com,Sr. Analyst,2022-05-02,F,34,558,3,510,2022
558,61760,Lola,Terrell,Lola.Terrell@businessdatastack.com,Manager,2020-02-10,F,31,7595,4,514,2020
5335,11035,Janessa,Willis,Janessa.Willis@businessdatastack.com,Director,2021-09-09,F,31,9264,6,515,2021
2115,85821,Jerome,Cannon,Jerome.Cannon@businessdatastack.com,Analyst,2021-03-17,F,35,2294,2,513,2021
2294,29501,Brooke,Ortiz,Brooke.Ortiz@businessdatastack.com,Sr. Analyst,2021-07-06,F,32,3889,3,526,2021
7595,81068,Gia,Blevins,Gia.Blevins@businessdatastack.com,Sr. Manager,2022-03-14,F,17,7173,5,521,2022
9264,15613,Tia,Rowe,Tia.Rowe@businessdatastack.com,Sr. Director,2020-01-19,F,19,,7,,2020
3690,60081,Zachariah,Holland,Zachariah.Holland@businessdatastack.com,Analyst,2022-01-18,F,17,2458,2,517,2022
2458,79494,Kiley,Luna,Kiley.Luna@businessdatastack.com,Sr. Analyst,2022-07-14,T,30,3889,3,526,2022
4426,71125,Hallie,Whitney,Hallie.Whitney@businessdatastack.com,Sr. Director,2022-04-20,F,18,,7,,2022
7640,93704,Anabelle,Holland,Anabelle.Holland@businessdatastack.com,Sr. Director,2020-08-17,F,20,,7,,2020
8767,83245,Danica,Oneill,Danica.Oneill@businessdatastack.com,Sr. Manager,2020-04-10,F,25,7173,5,521,2020
7173,28751,Jovany,Mcdonald,Jovany.Mcdonald@businessdatastack.com,Director,2020-01-24,T,26,3442,6,522,2020
3442,91480,Nayeli,Walter,Nayeli.Walter@businessdatastack.com,Sr. Director,2022-05-28,F,24,,7,,2022
2809,90620,Kaylin,Haney,Kaylin.Haney@businessdatastack.com,Sr. Manager,2022-05-05,F,35,863,5,524,2022
863,84995,Axel,Bird,Axel.Bird@businessdatastack.com,Director,2022-04-28,T,23,584,6,539,2022
4890,75959,Greta,Ortega,Greta.Ortega@businessdatastack.com,Director,2021-10-13,F,34,584,6,539,2021
3889,18037,Cristian,Flores,Cristian.Flores@businessdatastack.com,Manager,2020-10-28,F,34,1473,4,527,2020
1473,76820,Eliza,Francis,Eliza.Francis@businessdatastack.com,Sr. Manager,2022-01-01,F,37,4109,5,538,2022
7019,73436,Maggie,Parrish,Maggie.Parrish@businessdatastack.com,Sr. Analyst,2022-06-27,F,16,8243,3,529,2022
8243,53435,Paris,Malone,Paris.Malone@businessdatastack.com,Manager,2022-02-09,T,35,7255,4,530,2022
7255,30547,Luka,Hendricks,Luka.Hendricks@businessdatastack.com,Sr. Manager,2021-06-16,F,23,4109,5,538,2021
6345,40849,Carissa,Weaver,Carissa.Weaver@businessdatastack.com,Sr. Analyst,2021-09-08,F,31,6243,3,534,2021
6118,97531,Aubrie,Santiago,Aubrie.Santiago@businessdatastack.com,Sr. Analyst,2021-06-06,F,34,6243,3,534,2021
9793,13572,Caden,Barrera,Caden.Barrera@businessdatastack.com,Sr. Manager,2020-05-27,T,30,4109,5,538,2020
6243,15947,Arabella,Christensen,Arabella.Christensen@businessdatastack.com,Manager,2021-02-10,F,29,2085,4,536,2021
3459,50240,Averie,Mullins,Averie.Mullins@businessdatastack.com,Analyst,2021-10-03,F,27,9888,2,537,2021
2085,74293,Ava,Mccall,Ava.Mccall@businessdatastack.com,Sr. Manager,2020-02-07,F,26,4109,5,538,2020
9888,38791,Mina,Castillo,Mina.Castillo@businessdatastack.com,Sr. Analyst,2020-09-06,F,36,2823,3,544,2020
4109,21255,Lamont,Brewer,Lamont.Brewer@businessdatastack.com,Director,2022-08-21,F,32,584,6,539,2022
584,62802,Payton,Fitzpatrick,Payton.Fitzpatrick@businessdatastack.com,Sr. Director,2020-05-09,F,37,,7,,2020
1436,7002,Kane,Osborn,Kane.Osborn@businessdatastack.com,Sr. Director,2020-03-27,T,26,,7,,2020
123,1845,Skyla,Matthews,Skyla.Matthews@businessdatastack.com,Director,2020-08-12,F,19,5161,6,549,2020
28,89322,Livia,Finley,Livia.Finley@businessdatastack.com,Sr. Manager,2022-06-09,F,37,1198,5,545,2022
5312,45373,Leticia,Morgan,Leticia.Morgan@businessdatastack.com,Analyst,2020-07-16,F,21,1073,2,546,2020
2823,78902,Aden,Baker,Aden.Baker@businessdatastack.com,Manager,2022-09-21,T,21,148,4,559,2022
1198,64550,Kara,Arias,Kara.Arias@businessdatastack.com,Director,2021-12-08,F,27,5161,6,549,2021
1073,26268,Rachel,Acosta,Rachel.Acosta@businessdatastack.com,Sr. Analyst,2020-02-21,F,22,1240,3,548,2020
1240,23631,Sterling,Underwood,Sterling.Underwood@businessdatastack.com,Sr. Analyst,2022-01-25,F,16,1240,3,548,2022
1240,31631,Samson,Pittman,Samson.Pittman@businessdatastack.com,Manager,2022-05-02,F,16,148,4,559,2022
5161,33390,Alanna,Gay,Alanna.Gay@businessdatastack.com,Sr. Director,2022-03-21,F,18,,7,,2022
3314,99543,Keith,Pratt,Keith.Pratt@businessdatastack.com,Manager,2020-03-07,F,23,148,4,559,2020
7128,53830,Zechariah,Campos,Zechariah.Campos@businessdatastack.com,Sr. Analyst,2020-08-06,F,22,6821,3,552,2020
6821,98391,Areli,Owens,Areli.Owens@businessdatastack.com,Manager,2022-06-10,F,35,148,4,559,2022
3267,28684,Caylee,Choi,Caylee.Choi@businessdatastack.com,Manager,2021-03-23,F,37,148,4,559,2021
9861,17108,Elsa,Miranda,Elsa.Miranda@businessdatastack.com,Manager,2021-12-17,F,25,148,4,559,2021
8014,48885,Soren,Wu,Soren.Wu@businessdatastack.com,Sr. Analyst,2020-11-27,T,37,7715,3,557,2020
3174,55070,Olive,Schaefer,Olive.Schaefer@businessdatastack.com,Sr. Analyst,2021-06-14,F,29,7715,3,557,2021
7715,76910,Keagan,Reese,Keagan.Reese@businessdatastack.com,Manager,2021-03-25,F,16,148,4,559,2021
6984,79956,Walter,Herman,Walter.Herman@businessdatastack.com,Analyst,2021-11-27,T,21,7114,2,565,2021
148,26692,Rayan,Mckay,Rayan.Mckay@businessdatastack.com,Sr. Manager,2022-06-08,F,26,3739,5,561,2022
968,63664,Jasiah,Lowery,Jasiah.Lowery@businessdatastack.com,Sr. Manager,2022-07-12,T,32,3739,5,561,2022
3739,35299,Wayne,Orozco,Wayne.Orozco@businessdatastack.com,Director,2020-03-01,F,24,5375,6,569,2020
8335,94435,Brock,Paul,Brock.Paul@businessdatastack.com,Manager,2022-01-21,F,37,9214,4,567,2022
5631,42321,Marin,Harrington,Marin.Harrington@businessdatastack.com,Analyst,2021-08-09,F,35,7114,2,565,2021
3940,5494,Darius,Juarez,Darius.Juarez@businessdatastack.com,Director,2020-12-19,F,29,5375,6,569,2020
7114,58299,Dean,Zuniga,Dean.Zuniga@businessdatastack.com,Sr. Analyst,2020-12-12,F,24,1014,3,570,2020
1072,34437,Olivia,Clements,Olivia.Clements@businessdatastack.com,Analyst,2022-07-12,F,36,6174,2,587,2022
9214,7909,Noelle,Mayer,Noelle.Mayer@businessdatastack.com,Sr. Manager,2021-03-06,F,25,3907,5,572,2021
8619,12237,Zachery,Barrera,Zachery.Barrera@businessdatastack.com,Sr. Manager,2022-01-25,F,31,3907,5,572,2022
5375,47615,Yurem,Lester,Yurem.Lester@businessdatastack.com,Sr. Director,2021-07-07,F,23,,7,,2021
1014,28633,Nyla,Dean,Nyla.Dean@businessdatastack.com,Manager,2022-05-19,F,31,7765,4,573,2022
2435,42615,Cole,Woodard,Cole.Woodard@businessdatastack.com,Manager,2020-11-04,F,26,7765,4,573,2020
3907,32456,Alonzo,Buckley,Alonzo.Buckley@businessdatastack.com,Director,2020-04-10,F,35,9593,6,575,2020
7765,16339,Julissa,Gamble,Julissa.Gamble@businessdatastack.com,Sr. Manager,2020-12-26,T,36,1579,5,574,2020
1579,89329,Raiden,Abbott,Raiden.Abbott@businessdatastack.com,Director,2022-02-24,F,34,9593,6,575,2022
9593,96053,Mackenzie,Myers,Mackenzie.Myers@businessdatastack.com,Sr. Director,2021-09-01,F,36,,7,,2021
1457,80207,Timothy,Cain,Timothy.Cain@businessdatastack.com,Sr. Director,2022-01-07,F,30,,7,,2022
1890,59281,Avery,Thornton,Avery.Thornton@businessdatastack.com,Manager,2022-04-20,F,22,4026,4,580,2022
7069,69731,Yasmine,Juarez,Yasmine.Juarez@businessdatastack.com,Analyst,2020-06-08,T,33,6174,2,587,2020
8569,31362,Lane,West,Lane.West@businessdatastack.com,Analyst,2020-10-09,F,32,6174,2,587,2020
4026,50476,Damon,Shea,Damon.Shea@businessdatastack.com,Sr. Manager,2020-02-26,T,19,7644,5,588,2020
7929,61231,Tessa,Reilly,Tessa.Reilly@businessdatastack.com,Manager,2020-03-27,T,17,3186,4,586,2020
8065,15108,Daniela,Galvan,Daniela.Galvan@businessdatastack.com,Manager,2020-06-06,F,36,3186,4,586,2020
7637,24332,Katelyn,Harrison,Katelyn.Harrison@businessdatastack.com,Analyst,2022-05-20,T,28,6174,2,587,2022
591,24009,Sonny,Dawson,Sonny.Dawson@businessdatastack.com,Manager,2021-04-13,F,16,3186,4,586,2021
4355,32512,Clarence,Guerra,Clarence.Guerra@businessdatastack.com,Sr. Director,2021-09-27,F,27,,7,,2021
3186,6473,William,Wilkinson,William.Wilkinson@businessdatastack.com,Sr. Manager,2022-07-13,T,33,7644,5,588,2022
6174,30160,Patrick,Mccullough,Patrick.Mccullough@businessdatastack.com,Sr. Analyst,2021-01-02,F,30,9526,3,593,2021
7644,65276,Anna,Neal,Anna.Neal@businessdatastack.com,Director,2021-06-06,F,29,2444,6,592,2021
750,85321,Dereon,Harris,Dereon.Harris@businessdatastack.com,Sr. Manager,2022-03-27,F,31,1657,5,590,2022
1657,10226,Aiden,Calderon,Aiden.Calderon@businessdatastack.com,Director,2021-05-14,F,23,2444,6,592,2021
2242,42163,Cornelius,Trevino,Cornelius.Trevino@businessdatastack.com,Director,2020-08-13,F,30,2444,6,592,2020
2444,81666,Layla,Campbell,Layla.Campbell@businessdatastack.com,Sr. Director,2021-03-17,T,34,,7,,2021
9526,71515,Hayley,Schaefer,Hayley.Schaefer@businessdatastack.com,Manager,2022-08-23,F,33,7019,4,619,2022
5524,30173,Maia,Shah,Maia.Shah@businessdatastack.com,Manager,2022-07-21,F,36,7019,4,619,2022
4333,13474,Paisley,Callahan,Paisley.Callahan@businessdatastack.com,Sr. Director,2022-05-13,F,25,,7,,2022
6396,22593,Alex,Oneal,Alex.Oneal@businessdatastack.com,Sr. Director,2021-12-04,F,28,,7,,2021
7254,92226,Armani,Solis,Armani.Solis@businessdatastack.com,Director,2021-03-20,T,29,8697,6,601,2021
2339,11975,Mario,Yoder,Mario.Yoder@businessdatastack.com,Director,2020-04-14,F,35,8697,6,601,2020
150,71551,Maurice,Kane,Maurice.Kane@businessdatastack.com,Analyst,2022-07-04,F,27,7205,2,607,2022
2425,81768,Savion,Johns,Savion.Johns@businessdatastack.com,Manager,2020-10-02,F,24,7019,4,619,2020
8697,90116,Dangelo,Levy,Dangelo.Levy@businessdatastack.com,Sr. Director,2022-06-28,F,37,,7,,2022
7258,24743,Kameron,Russo,Kameron.Russo@businessdatastack.com,Manager,2022-08-25,F,20,7019,4,619,2022
4214,82647,Lizbeth,Hebert,Lizbeth.Hebert@businessdatastack.com,Director,2021-01-20,F,23,9948,6,606,2021
7687,75331,Marshall,Myers,Marshall.Myers@businessdatastack.com,Analyst,2021-08-22,F,16,7205,2,607,2021
4927,69339,Serena,Parrish,Serena.Parrish@businessdatastack.com,Analyst,2021-08-06,T,20,7205,2,607,2021
9948,82758,Genevieve,Bush,Genevieve.Bush@businessdatastack.com,Sr. Director,2022-08-09,F,26,,7,,2022
7205,83485,Danica,Krause,Danica.Krause@businessdatastack.com,Sr. Analyst,2020-11-02,F,19,5649,3,625,2020
9951,90724,Alexa,Henry,Alexa.Henry@businessdatastack.com,Analyst,2022-09-08,F,26,1257,2,629,2022
6242,25990,Keaton,Potts,Keaton.Potts@businessdatastack.com,Director,2022-07-05,T,18,1132,6,610,2022
1132,84485,Adalyn,Sloan,Adalyn.Sloan@businessdatastack.com,Sr. Director,2020-06-06,F,25,,7,,2020
8919,56355,Arielle,Owens,Arielle.Owens@businessdatastack.com,Sr. Director,2021-06-23,F,30,,7,,2021
3782,11430,Terrance,Daugherty,Terrance.Daugherty@businessdatastack.com,Director,2022-08-27,F,25,7169,6,618,2022
3132,20821,Marcus,Stuart,Marcus.Stuart@businessdatastack.com,Director,2021-06-12,T,35,7169,6,618,2021
1974,27478,Colby,Harris,Colby.Harris@businessdatastack.com,Director,2021-05-21,F,34,7169,6,618,2021
8048,48080,Phoebe,Ferguson,Phoebe.Ferguson@businessdatastack.com,Analyst,2021-11-25,F,36,1257,2,629,2021
7192,28387,Kasen,Silva,Kasen.Silva@businessdatastack.com,Analyst,2021-06-20,F,16,1257,2,629,2021
640,42609,Samson,Nash,Samson.Nash@businessdatastack.com,Director,2021-05-19,T,17,7169,6,618,2021
7169,92365,Jimmy,Thompson,Jimmy.Thompson@businessdatastack.com,Sr. Director,2022-01-26,T,31,,7,,2022
7019,42811,Kason,Hebert,Kason.Hebert@businessdatastack.com,Sr. Manager,2020-10-10,F,16,9381,5,621,2020
4522,75377,Augustus,Hunt,Augustus.Hunt@businessdatastack.com,Sr. Manager,2020-10-20,F,17,9381,5,621,2020
9381,47232,Daniela,Jensen,Daniela.Jensen@businessdatastack.com,Director,2021-03-25,F,29,4786,6,634,2021
1781,64381,Adriel,Mathews,Adriel.Mathews@businessdatastack.com,Director,2022-03-06,T,33,4786,6,634,2022
3357,94125,Taylor,Navarro,Taylor.Navarro@businessdatastack.com,Sr. Manager,2020-11-14,T,23,8287,5,628,2020
8304,61035,Emery,Graves,Emery.Graves@businessdatastack.com,Sr. Manager,2021-05-28,F,21,8287,5,628,2021
5649,50429,Gavyn,Lynn,Gavyn.Lynn@businessdatastack.com,Manager,2021-02-02,F,30,8726,4,640,2021
6262,68981,Isaias,Everett,Isaias.Everett@businessdatastack.com,Analyst,2020-07-14,F,16,1257,2,629,2020
2449,52658,Milton,Hendricks,Milton.Hendricks@businessdatastack.com,Analyst,2021-01-09,T,20,1257,2,629,2021
8287,90943,Frederick,Guzman,Frederick.Guzman@businessdatastack.com,Director,2021-07-15,F,24,4786,6,634,2021
1257,63100,Amani,Hines,Amani.Hines@businessdatastack.com,Sr. Analyst,2021-01-11,F,25,255,3,641,2021
8947,60872,Thomas,Rich,Thomas.Rich@businessdatastack.com,Sr. Analyst,2020-05-03,F,31,255,3,641,2020
6934,97902,Abby,Walls,Abby.Walls@businessdatastack.com,Analyst,2020-11-15,T,18,8336,2,632,2020
8336,28671,Chaim,Floyd,Chaim.Floyd@businessdatastack.com,Sr. Analyst,2020-12-25,F,18,255,3,641,2020
1727,95315,Julia,Finley,Julia.Finley@businessdatastack.com,Sr. Analyst,2021-12-09,T,17,255,3,641,2021
4786,79884,Eugene,Whitney,Eugene.Whitney@businessdatastack.com,Sr. Director,2022-06-24,F,36,,7,,2022
2414,7546,Freddy,Hensley,Freddy.Hensley@businessdatastack.com,Sr. Analyst,2020-12-12,F,30,255,3,641,2020
6198,11718,Anabella,Moody,Anabella.Moody@businessdatastack.com,Analyst,2020-09-27,F,32,7256,2,638,2020
9007,53498,Chaz,Nash,Chaz.Nash@businessdatastack.com,Analyst,2021-05-24,T,23,7256,2,638,2021
7256,70311,Sophie,Hughes,Sophie.Hughes@businessdatastack.com,Sr. Analyst,2020-08-28,T,27,255,3,641,2020
9165,31101,Cael,Bullock,Cael.Bullock@businessdatastack.com,Sr. Analyst,2020-10-08,F,18,255,3,641,2020
8726,38250,Marcelo,Travis,Marcelo.Travis@businessdatastack.com,Sr. Manager,2020-11-21,F,26,7430,5,646,2020
255,52014,Lisa,Gutierrez,Lisa.Gutierrez@businessdatastack.com,Manager,2020-06-11,F,25,4903,4,658,2020
7737,36835,Grace,Terry,Grace.Terry@businessdatastack.com,Sr. Director,2021-02-03,F,32,,7,,2021
1441,40590,Jermaine,Everett,Jermaine.Everett@businessdatastack.com,Sr. Director,2020-01-05,F,29,,7,,2020
4260,31423,Kaila,Joseph,Kaila.Joseph@businessdatastack.com,Analyst,2022-08-25,F,23,9554,2,648,2022
3459,56564,Travis,Neal,Travis.Neal@businessdatastack.com,Sr. Director,2021-02-01,F,34,,7,,2021
7430,31326,Octavio,Chan,Octavio.Chan@businessdatastack.com,Director,2022-07-10,F,32,7588,6,655,2022
3022,59254,Dylan,Reid,Dylan.Reid@businessdatastack.com,Analyst,2021-03-18,F,31,9554,2,648,2021
9554,3286,Nigel,Peterson,Nigel.Peterson@businessdatastack.com,Sr. Analyst,2020-07-03,F,18,5132,3,649,2020
5132,45072,Yuliana,Ford,Yuliana.Ford@businessdatastack.com,Manager,2021-04-07,F,24,4903,4,658,2021
4094,45708,Ean,Mcdonald,Ean.Mcdonald@businessdatastack.com,Analyst,2020-07-18,F,20,1129,2,657,2020
3265,44641,Evelin,House,Evelin.House@businessdatastack.com,Manager,2022-03-26,F,21,4903,4,658,2022
1785,47038,Jamie,Finley,Jamie.Finley@businessdatastack.com,Manager,2021-03-06,F,35,4903,4,658,2021
2931,85695,Jaquan,Patterson,Jaquan.Patterson@businessdatastack.com,Manager,2022-01-07,F,23,4903,4,658,2022
682,97887,Caroline,Robbins,Caroline.Robbins@businessdatastack.com,Director,2022-03-28,F,35,7588,6,655,2022
7588,27295,Terrell,Glenn,Terrell.Glenn@businessdatastack.com,Sr. Director,2022-03-06,F,30,,7,,2022
536,13883,Isis,Mccall,Isis.Mccall@businessdatastack.com,Analyst,2021-08-09,T,35,1129,2,657,2021
1129,50507,Yadira,Harmon,Yadira.Harmon@businessdatastack.com,Sr. Analyst,2021-09-05,T,18,2640,3,662,2021
4903,33956,Naomi,Gay,Naomi.Gay@businessdatastack.com,Sr. Manager,2021-09-06,T,34,5846,5,660,2021
2751,38461,Alessandro,Parrish,Alessandro.Parrish@businessdatastack.com,Sr. Director,2022-01-15,F,17,,7,,2022
5846,19079,Anabel,Stafford,Anabel.Stafford@businessdatastack.com,Director,2022-05-20,F,18,3957,6,665,2022
605,73858,Jazmyn,Huang,Jazmyn.Huang@businessdatastack.com,Analyst,2021-01-10,T,31,9034,2,663,2021
2640,48261,Fernando,Acosta,Fernando.Acosta@businessdatastack.com,Manager,2020-12-26,F,31,1753,4,667,2020
9034,39298,Immanuel,Peterson,Immanuel.Peterson@businessdatastack.com,Sr. Analyst,2021-04-02,T,22,2269,3,664,2021
2269,56282,Mikayla,Hernandez,Mikayla.Hernandez@businessdatastack.com,Manager,2020-05-09,F,34,1753,4,667,2020
3957,71510,Tristin,Conley,Tristin.Conley@businessdatastack.com,Sr. Director,2021-09-18,F,37,,7,,2021
5013,86675,Lilah,Hall,Lilah.Hall@businessdatastack.com,Sr. Director,2022-08-10,F,26,,7,,2022
1753,82872,Maria,Adams,Maria.Adams@businessdatastack.com,Sr. Manager,2022-08-24,F,27,129,5,671,2022
4582,73198,Marlon,Roberts,Marlon.Roberts@businessdatastack.com,Sr. Manager,2020-12-14,T,36,129,5,671,2020
6561,94601,Jaden,Stone,Jaden.Stone@businessdatastack.com,Sr. Director,2021-08-14,T,36,,7,,2021
987,67023,Halle,Wells,Halle.Wells@businessdatastack.com,Manager,2022-03-28,F,35,1851,4,682,2022
129,69886,Myla,Jackson,Myla.Jackson@businessdatastack.com,Director,2022-09-15,F,25,2048,6,683,2022
5645,84883,Ishaan,Thompson,Ishaan.Thompson@businessdatastack.com,Manager,2020-01-15,F,28,1851,4,682,2020
8416,16607,Myah,Austin,Myah.Austin@businessdatastack.com,Analyst,2021-04-20,F,16,744,2,676,2021
1930,15328,Cayden,Fry,Cayden.Fry@businessdatastack.com,Analyst,2020-04-02,T,21,744,2,676,2020
6316,86936,Mariah,Spencer,Mariah.Spencer@businessdatastack.com,Director,2022-06-04,F,26,2048,6,683,2022
744,31988,Greyson,Mann,Greyson.Mann@businessdatastack.com,Sr. Analyst,2022-08-11,F,25,2866,3,684,2022
4721,93198,Gretchen,Mack,Gretchen.Mack@businessdatastack.com,Analyst,2020-05-15,F,36,9090,2,680,2020
6134,63593,Paul,Price,Paul.Price@businessdatastack.com,Analyst,2020-08-06,F,20,9090,2,680,2020
5836,31451,Sean,Hubbard,Sean.Hubbard@businessdatastack.com,Analyst,2022-09-08,F,29,9090,2,680,2022
9090,73934,Mathew,Ferguson,Mathew.Ferguson@businessdatastack.com,Sr. Analyst,2022-09-18,F,16,2866,3,684,2022
4309,33782,Leticia,Graves,Leticia.Graves@businessdatastack.com,Analyst,2022-02-09,T,25,6110,2,685,2022
1851,69845,Chanel,Conner,Chanel.Conner@businessdatastack.com,Sr. Manager,2020-05-10,F,23,1012,5,693,2020
2048,23688,Cynthia,Hunt,Cynthia.Hunt@businessdatastack.com,Sr. Director,2021-09-22,T,26,,7,,2021
2866,76396,Billy,Mcgee,Billy.Mcgee@businessdatastack.com,Manager,2022-02-17,F,17,9508,4,686,2022
6110,62508,Finley,Hinton,Finley.Hinton@businessdatastack.com,Sr. Analyst,2021-01-24,F,35,3510,3,691,2021
9508,13594,Adyson,Rush,Adyson.Rush@businessdatastack.com,Sr. Manager,2020-08-24,T,22,1012,5,693,2020
7685,7723,Calvin,Frazier,Calvin.Frazier@businessdatastack.com,Sr. Analyst,2022-06-11,F,17,3510,3,691,2022
4473,32954,Giovanni,Barron,Giovanni.Barron@businessdatastack.com,Analyst,2020-11-04,F,24,8344,2,695,2020
